family,organism,fasta_path,uniprot_accession,reference_gene_symbol,gene_id,gene_symbol,gene_name,transcript_id,transcript_name,seqid,strand,transcript_start,transcript_end,transcript_span,exon_count,mean_exon_length,total_exon_bases,intron_count,mean_intron_length
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJA5__P18860.fasta,P18860,GJA5,gene-GJA5,GJA5,gap junction protein alpha 5,rna-XM_015295951.3,XM_015295951.3,NC_052532.1,-,92598058,92618897,20840,2,1480.0,2960,1,17880.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJA5__P18860.fasta,P18860,GJA5,gene-GJA5,GJA5,gap junction protein alpha 5,rna-XM_015295948.3,XM_015295948.3,NC_052532.1,-,92598058,92618526,20469,2,1496.5,2993,1,17476.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJA5__P18860.fasta,P18860,GJA5,gene-GJA5,GJA5,gap junction protein alpha 5,rna-NM_205504.3,NM_205504.3,NC_052532.1,-,92598058,92617402,19345,2,1594.0,3188,1,16157.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJA5__P18860.fasta,P18860,GJA5,gene-GJA5,GJA5,gap junction protein alpha 5,rna-XM_046924774.1,XM_046924774.1,NC_052532.1,-,92598058,92617402,19345,3,1074.0,3222,2,8061.5
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJA5__P18860.fasta,P18860,GJA5,gene-GJA5,GJA5,gap junction protein alpha 5,rna-XM_046924726.1,XM_046924726.1,NC_052532.1,-,92598058,92617402,19345,3,1660.0,4980,2,7182.5
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJA8__P36381.fasta,P36381,GJA8,gene-GJA8,GJA8,gap junction protein alpha 8,rna-NM_204997.2,NM_204997.2,NC_052532.1,+,92655355,92665699,10345,1,10345.0,10345,0,0.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001396937.1,NM_001396937.1,NC_052532.1,+,178811318,178820870,9553,3,689.6666666666666,2069,2,3742.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001396936.1,NM_001396936.1,NC_052532.1,+,178811318,178820870,9553,3,675.0,2025,2,3764.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001396935.1,NM_001396935.1,NC_052532.1,+,178811318,178820870,9553,2,978.5,1957,1,7596.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001396938.1,NM_001396938.1,NC_052532.1,+,178811318,178820870,9553,3,673.6666666666666,2021,2,3766.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-XM_046908764.1,XM_046908764.1,NC_052532.1,+,178811353,178820870,9518,3,766.6666666666666,2300,2,3609.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-XM_046908812.1,XM_046908812.1,NC_052532.1,+,178811353,178820870,9518,2,959.0,1918,1,7600.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-XM_046908837.1,XM_046908837.1,NC_052532.1,+,178811776,178820870,9095,2,958.5,1917,1,7178.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_204931.2,NM_204931.2,NC_052532.1,+,178811850,178820870,9021,2,1012.0,2024,1,6997.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-XM_046908778.1,XM_046908778.1,NC_052532.1,+,178816904,178820870,3967,2,960.5,1921,1,2046.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJB6__O93533.fasta,O93533,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-XM_046908803.1,XM_046908803.1,NC_052532.1,+,178816904,178820870,3967,2,950.5,1901,1,2066.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_046904337.1,XM_046904337.1,NC_052558.1,-,890768,903741,12974,4,498.75,1995,3,3659.6666666666665
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653143.2,XM_040653143.2,NC_052558.1,-,890768,903741,12974,4,491.0,1964,3,3670.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-NM_205503.2,NM_205503.2,NC_052558.1,-,890768,903741,12974,5,407.8,2039,4,2733.75
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_046904340.1,XM_046904340.1,NC_052558.1,-,890768,903741,12974,6,364.3333333333333,2186,5,2157.6
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_046904339.1,XM_046904339.1,NC_052558.1,-,890768,903741,12974,6,432.3333333333333,2594,5,2076.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653132.2,XM_040653132.2,NC_052558.1,-,890768,903741,12974,5,429.6,2148,4,2706.5
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_015299222.4,XM_015299222.4,NC_052558.1,-,890768,902502,11735,3,693.6666666666666,2081,2,4827.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_015299213.4,XM_015299213.4,NC_052558.1,-,890768,902502,11735,4,539.0,2156,3,3193.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653138.2,XM_040653138.2,NC_052558.1,-,890768,902502,11735,5,460.6,2303,4,2358.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653136.2,XM_040653136.2,NC_052558.1,-,890768,902502,11735,5,542.2,2711,4,2256.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_046904338.1,XM_046904338.1,NC_052558.1,-,890768,902502,11735,5,735.2,3676,4,2014.75
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_015299221.4,XM_015299221.4,NC_052558.1,-,890768,902502,11735,4,566.25,2265,3,3156.6666666666665
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_025143959.3,XM_025143959.3,NC_052558.1,-,890768,902137,11370,3,663.6666666666666,1991,2,4689.5
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_015299220.4,XM_015299220.4,NC_052558.1,-,890768,902137,11370,4,516.5,2066,3,3101.3333333333335
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653145.2,XM_040653145.2,NC_052558.1,-,890768,902137,11370,3,775.0,2325,2,4522.5
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653141.2,XM_040653141.2,NC_052558.1,-,890768,902137,11370,4,600.0,2400,3,2990.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653144.1,XM_040653144.1,NC_052558.1,-,890768,901672,10905,3,1172.6666666666667,3518,2,3693.5
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653139.1,XM_040653139.1,NC_052558.1,-,890768,901671,10904,4,898.0,3592,3,2437.3333333333335
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_025143958.3,XM_025143958.3,NC_052558.1,-,890768,898331,7564,3,659.6666666666666,1979,2,2792.5
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_015299219.4,XM_015299219.4,NC_052558.1,-,890768,898331,7564,4,513.5,2054,3,1836.6666666666667
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653135.2,XM_040653135.2,NC_052558.1,-,890768,898331,7564,6,458.3333333333333,2750,5,962.8
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653137.2,XM_040653137.2,NC_052558.1,-,890768,898331,7564,6,582.5,3495,5,813.8
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_046904341.1,XM_046904341.1,NC_052558.1,-,890768,898331,7564,4,874.75,3499,3,1355.0
connexin,Gallus gallus,project/data/references/connexins/Gallus_gallus/GJC1__P18861.fasta,P18861,GJC1,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_040653133.2,XM_040653133.2,NC_052558.1,-,890768,898331,7564,5,714.8,3574,4,997.5
connexin,Gorilla gorilla gorilla,project/data/references/connexins/Gorilla_gorilla_gorilla/GJB2__Q8MHW5.fasta,Q8MHW5,GJB2,gene-LOC101144634,LOC101144634,piggyBac transposable element-derived protein 2,rna-XM_031007793.3,XM_031007793.3,NC_073224.2,-,5567034,5584530,17497,3,918.0,2754,2,7371.5
connexin,Gorilla gorilla gorilla,project/data/references/connexins/Gorilla_gorilla_gorilla/GJB2__Q8MHW5.fasta,Q8MHW5,GJB2,gene-LOC101144634,LOC101144634,piggyBac transposable element-derived protein 2,rna-XM_055381522.2,XM_055381522.2,NC_073224.2,-,5567034,5584487,17454,3,900.6666666666666,2702,2,7376.0
connexin,Gorilla gorilla gorilla,project/data/references/connexins/Gorilla_gorilla_gorilla/GJB2__Q8MHW5.fasta,Q8MHW5,GJB2,gene-LOC101144634,LOC101144634,piggyBac transposable element-derived protein 2,rna-XM_055381530.2,XM_055381530.2,NC_073224.2,-,5567034,5584473,17440,4,699.25,2797,3,4881.0
connexin,Gorilla gorilla gorilla,project/data/references/connexins/Gorilla_gorilla_gorilla/GJB2__Q8MHW5.fasta,Q8MHW5,GJB2,gene-LOC101144634,LOC101144634,piggyBac transposable element-derived protein 2,rna-XM_063706863.1,XM_063706863.1,NC_073224.2,-,5567034,5584473,17440,5,593.2,2966,4,3618.5
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA10__Q969M2.fasta,Q969M2,GJA10,gene-GJA9,GJA9,gap junction protein alpha 9,rna-NM_030772.5,NM_030772.5,NC_000001.11,-,38874069,38881587,7519,2,1140.5,2281,1,5238.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA1__P17302.fasta,P17302,GJA1,gene-GJA1,GJA1,gap junction protein alpha 1,rna-NM_000165.5,NM_000165.5,NC_000006.12,+,121435646,121449727,14082,2,1541.5,3083,1,10999.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA3__Q9Y6H8.fasta,Q9Y6H8,GJA3,gene-GJA3,GJA3,gap junction protein alpha 3,rna-XM_011535048.3,XM_011535048.3,NC_000013.11,-,20138255,20161565,23311,2,2675.5,5351,1,17960.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA3__Q9Y6H8.fasta,Q9Y6H8,GJA3,gene-GJA3,GJA3,gap junction protein alpha 3,rna-NM_021954.4,NM_021954.4,NC_000013.11,-,20138255,20161052,22798,2,2607.0,5214,1,17584.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA4__P35212.fasta,P35212,GJA4,gene-GJA4,GJA4,gap junction protein alpha 4,rna-XM_017001043.3,XM_017001043.3,NC_000001.11,+,34792999,34795747,2749,2,949.5,1899,1,850.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA4__P35212.fasta,P35212,GJA4,gene-GJA4,GJA4,gap junction protein alpha 4,rna-XM_005270750.3,XM_005270750.3,NC_000001.11,+,34792999,34795747,2749,2,858.0,1716,1,1033.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA4__P35212.fasta,P35212,GJA4,gene-GJA4,GJA4,gap junction protein alpha 4,rna-NM_002060.3,NM_002060.3,NC_000001.11,+,34792999,34795747,2749,2,810.5,1621,1,1128.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA5__P36382.fasta,P36382,GJA5,gene-GJA5,GJA5,gap junction protein alpha 5,rna-NM_005266.7,NM_005266.7,NC_000001.11,-,147756199,147773351,17153,2,1586.5,3173,1,13980.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA5__P36382.fasta,P36382,GJA5,gene-GJA5,GJA5,gap junction protein alpha 5,rna-NM_181703.4,NM_181703.4,NC_000001.11,-,147756199,147760602,4404,2,1588.5,3177,1,1227.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA8__P48165.fasta,P48165,GJA8,gene-GJA8,GJA8,gap junction protein alpha 8,rna-NM_005267.5,NM_005267.5,NC_000001.11,+,147902795,147909269,6475,2,696.0,1392,1,5083.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA8__P48165.fasta,P48165,GJA8,gene-GJA8,GJA8,gap junction protein alpha 8,rna-XM_011509417.3,XM_011509417.3,NC_000001.11,+,147907156,147914486,7331,2,2542.0,5084,1,2247.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJA9__P57773.fasta,P57773,GJA9,gene-GJA9,GJA9,gap junction protein alpha 9,rna-NM_030772.5,NM_030772.5,NC_000001.11,-,38874069,38881587,7519,2,1140.5,2281,1,5238.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB1__P08034.fasta,P08034,GJB1,gene-GJB1,GJB1,gap junction protein beta 1,rna-NM_001440770.1,NM_001440770.1,NC_000023.11,+,71215239,71225516,10278,3,686.6666666666666,2060,2,4109.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB1__P08034.fasta,P08034,GJB1,gene-GJB1,GJB1,gap junction protein beta 1,rna-NM_001097642.3,NM_001097642.3,NC_000023.11,+,71215239,71225516,10278,2,938.5,1877,1,8401.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB1__P08034.fasta,P08034,GJB1,gene-GJB1,GJB1,gap junction protein beta 1,rna-NM_000166.6,NM_000166.6,NC_000023.11,+,71223224,71225516,2293,2,968.5,1937,1,356.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB2__P29033.fasta,P29033,GJB2,gene-NOC2L,NOC2L,NOC2 like nucleolar associated transcriptional repressor,rna-NM_015658.4,NM_015658.4,NC_000001.11,-,944203,959256,15054,19,145.10526315789474,2757,18,683.1666666666666
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB3__O75712.fasta,O75712,GJB3,gene-GJB3,GJB3,gap junction protein beta 3,rna-NM_024009.3,NM_024009.3,NC_000001.11,+,34781214,34786364,5151,2,1096.0,2192,1,2959.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB3__O75712.fasta,O75712,GJB3,gene-GJB3,GJB3,gap junction protein beta 3,rna-NM_001005752.2,NM_001005752.2,NC_000001.11,+,34782268,34786364,4097,2,901.0,1802,1,2295.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB4__Q9NTQ9.fasta,Q9NTQ9,GJB4,gene-GJB4,GJB4,gap junction protein beta 4,rna-NM_153212.3,NM_153212.3,NC_000001.11,+,34759740,34762327,2588,2,722.0,1444,1,1144.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB4__Q9NTQ9.fasta,Q9NTQ9,GJB4,gene-GJB4,GJB4,gap junction protein beta 4,rna-XM_011540679.3,XM_011540679.3,NC_000001.11,+,34759854,34762327,2474,2,838.5,1677,1,797.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB5__O95377.fasta,O95377,GJB5,gene-OR4F5,OR4F5,olfactory receptor family 4 subfamily F member 5,rna-NM_001005484.2,NM_001005484.2,NC_000001.11,+,65419,71585,6167,3,872.6666666666666,2618,2,1774.5
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB6__O95452.fasta,O95452,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001110221.3,NM_001110221.3,NC_000013.11,-,20221962,20232319,10358,3,610.0,1830,2,4264.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB6__O95452.fasta,O95452,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-XM_047430056.1,XM_047430056.1,NC_000013.11,-,20221962,20232319,10358,4,485.0,1940,3,2806.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB6__O95452.fasta,O95452,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001370091.1,NM_001370091.1,NC_000013.11,-,20221962,20232319,10358,4,485.25,1941,3,2805.6666666666665
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB6__O95452.fasta,O95452,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001110220.3,NM_001110220.3,NC_000013.11,-,20221962,20232319,10358,4,488.5,1954,3,2801.3333333333335
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB6__O95452.fasta,O95452,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001110219.3,NM_001110219.3,NC_000013.11,-,20221962,20232319,10358,5,412.8,2064,4,2073.5
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB6__O95452.fasta,O95452,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001370090.1,NM_001370090.1,NC_000013.11,-,20221962,20232319,10358,5,414.0,2070,4,2072.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB6__O95452.fasta,O95452,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_001370092.1,NM_001370092.1,NC_000013.11,-,20221962,20232319,10358,5,432.2,2161,4,2049.25
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB6__O95452.fasta,O95452,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-NM_006783.5,NM_006783.5,NC_000013.11,-,20221962,20230978,9017,3,605.6666666666666,1817,2,3600.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB6__O95452.fasta,O95452,GJB6,gene-GJB6,GJB6,gap junction protein beta 6,rna-XM_047430057.1,XM_047430057.1,NC_000013.11,-,20221962,20230859,8898,3,622.0,1866,2,3516.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJB7__Q6PEY0.fasta,Q6PEY0,GJB7,gene-GJB7,GJB7,gap junction protein beta 7,rna-NM_198568.3,NM_198568.3,NC_000006.12,-,87282980,87329278,46299,3,759.6666666666666,2279,2,22010.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJC1__P36383.fasta,P36383,GJC1,gene-GJD3,GJD3,gap junction protein delta 3,rna-NM_152219.4,NM_152219.4,NC_000017.11,-,40360652,40364737,4086,1,4086.0,4086,0,0.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJC2__Q5T442.fasta,Q5T442,GJC2,gene-NOC2L,NOC2L,NOC2 like nucleolar associated transcriptional repressor,rna-NM_015658.4,NM_015658.4,NC_000001.11,-,944203,959256,15054,19,145.10526315789474,2757,18,683.1666666666666
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJC3__Q8NFK1.fasta,Q8NFK1,GJC3,gene-GJC3,GJC3,gap junction protein gamma 3,rna-XM_047420329.1,XM_047420329.1,NC_000007.14,-,99923266,99930747,7482,3,593.3333333333334,1780,2,2851.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJC3__Q8NFK1.fasta,Q8NFK1,GJC3,gene-GJC3,GJC3,gap junction protein gamma 3,rna-NM_181538.3,NM_181538.3,NC_000007.14,-,99923266,99929620,6355,2,559.5,1119,1,5236.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD2__Q9UKL4.fasta,Q9UKL4,GJD2,gene-NOC2L,NOC2L,NOC2 like nucleolar associated transcriptional repressor,rna-NM_015658.4,NM_015658.4,NC_000001.11,-,944203,959256,15054,19,145.10526315789474,2757,18,683.1666666666666
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD3__Q8N144.fasta,Q8N144,GJD3,gene-ACAP3,ACAP3,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,rna-XM_005244715.3,XM_005244715.3,NC_000001.11,-,1292391,1307930,15540,23,160.6086956521739,3694,22,538.4545454545455
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD3__Q8N144.fasta,Q8N144,GJD3,gene-ACAP3,ACAP3,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,rna-NM_030649.3,NM_030649.3,NC_000001.11,-,1292391,1307930,15540,24,158.04166666666666,3793,23,510.7391304347826
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD3__Q8N144.fasta,Q8N144,GJD3,gene-ACAP3,ACAP3,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,rna-XM_011540608.3,XM_011540608.3,NC_000001.11,-,1292391,1307930,15540,23,162.04347826086956,3727,22,536.9545454545455
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD3__Q8N144.fasta,Q8N144,GJD3,gene-ACAP3,ACAP3,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,rna-XM_011540609.3,XM_011540609.3,NC_000001.11,-,1292391,1307930,15540,23,161.91304347826087,3724,22,537.0909090909091
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD3__Q8N144.fasta,Q8N144,GJD3,gene-ACAP3,ACAP3,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,rna-XM_011540606.3,XM_011540606.3,NC_000001.11,-,1292391,1307930,15540,24,159.29166666666666,3823,23,509.4347826086956
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD3__Q8N144.fasta,Q8N144,GJD3,gene-ACAP3,ACAP3,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,rna-XM_024452993.2,XM_024452993.2,NC_000001.11,-,1292391,1304792,12402,24,155.91666666666666,3742,23,376.5217391304348
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD3__Q8N144.fasta,Q8N144,GJD3,gene-ACAP3,ACAP3,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,rna-XM_011540607.2,XM_011540607.2,NC_000001.11,-,1292391,1304792,12402,24,157.16666666666666,3772,23,375.2173913043478
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD3__Q8N144.fasta,Q8N144,GJD3,gene-ACAP3,ACAP3,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,rna-XM_005244717.4,XM_005244717.4,NC_000001.11,-,1292391,1298113,5723,12,228.83333333333334,2746,11,270.6363636363636
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJD4__Q96KN9.fasta,Q96KN9,GJD4,gene-GJD4,GJD4,gap junction protein delta 4,rna-NM_153368.3,NM_153368.3,NC_000010.11,+,35605341,35608935,3595,2,824.5,1649,1,1946.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/GJE1__A6NN92.fasta,A6NN92,GJE1,gene-GJE1,GJE1,gap junction protein epsilon 1,rna-NM_001358410.2,NM_001358410.2,NC_000006.12,+,142132925,142135358,2434,3,429.3333333333333,1288,2,573.0
connexin,Homo sapiens,project/data/references/connexins/Homo_sapiens/RIC1__Q4ADV7.fasta,Q4ADV7,RIC1,gene-LOC124901373,LOC124901373,guanine nucleotide exchange factor subunit RIC1-like,rna-XM_047419631.1,XM_047419631.1,NC_000006.12,+,108876357,108879500,3144,1,3144.0,3144,0,0.0
connexin,Hylobates moloch,project/data/references/connexins/Hylobates_moloch/GJB2__Q7JGL3.fasta,Q7JGL3,GJB2,gene-GAL3ST2,GAL3ST2,galactose-3-O-sulfotransferase 2,rna-XM_032761028.2,XM_032761028.2,NW_026652276.1,-,127313,138003,10691,5,494.4,2472,4,2054.75
connexin,Leucoraja erinaceus,project/data/references/connexins/Leucoraja_erinaceus/P69998__P69998.fasta,P69998,,gene-foxi2,foxi2,forkhead box I2,rna-XM_055644066.1,XM_055644066.1,NC_073377.1,-,2570590,2583206,12617,2,582.0,1164,1,11453.0
connexin,Macaca fascicularis,project/data/references/connexins/Macaca_fascicularis/GJA1__Q4R4S7.fasta,Q4R4S7,GJA1,gene-GJA1,GJA1,gap junction protein alpha 1,rna-XM_045391601.2,XM_045391601.2,NC_088378.1,+,25375264,25389148,13885,2,1538.0,3076,1,10809.0
connexin,Macaca fascicularis,project/data/references/connexins/Macaca_fascicularis/GJB1__Q60HF7.fasta,Q60HF7,GJB1,gene-GJB1,GJB1,gap junction protein beta 1,rna-XM_045383368.3,XM_045383368.3,NC_088395.1,+,77917988,77929725,11738,3,550.3333333333334,1651,2,5043.5
connexin,Macaca fascicularis,project/data/references/connexins/Macaca_fascicularis/GJB1__Q60HF7.fasta,Q60HF7,GJB1,gene-GJB1,GJB1,gap junction protein beta 1,rna-XM_045383367.3,XM_045383367.3,NC_088395.1,+,77917988,77929725,11738,2,779.5,1559,1,10179.0
connexin,Macaca fascicularis,project/data/references/connexins/Macaca_fascicularis/GJB1__Q60HF7.fasta,Q60HF7,GJB1,gene-GJB1,GJB1,gap junction protein beta 1,rna-XM_005595692.5,XM_005595692.5,NC_088395.1,+,77927749,77929725,1977,2,809.5,1619,1,358.0
