organism,family,exact_annotation_found,related_annotation_found,final_category,confidence,top_matching_term,database_source,search_level,top_accession,top_gene_symbol,top_protein_name,level_a_hit_count,level_b_hit_count,example_query
Parasteatoda tepidariorum,innexin,yes,no,annotated_family_member_found,high,innexin,uniprot,A,A0A2L2YNL8,inx,Innexin,18,0,"organism_name:""Parasteatoda tepidariorum"" AND protein_name:innexin"
Parasteatoda tepidariorum,pannexin,no,yes,related_or_family_like_entry_found,medium,GIGYF family protein Gyf,ncbi_gene,B,107449138,LOC107449138,GIGYF family protein Gyf,0,7,"""gap junction""[All Fields] AND ""Parasteatoda tepidariorum""[Organism]"
Peripatoides novaezealandiae,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Peripatoides novaezealandiae,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Peripatoides novaezealandiae,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Peripatus solorzanoi,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Peripatus solorzanoi,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Peripatus solorzanoi,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Philodina roseola,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Philodina roseola,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Philodina roseola,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Pleurobrachia bachei,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Pleurobrachia bachei,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Pleurobrachia bachei,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Pomacea canaliculata,connexin,no,yes,related_or_family_like_entry_found,medium,negative elongation factor E-like,ncbi_gene,B,112576182,LOC112576182,negative elongation factor E-like,1,10,"""gap junction""[All Fields] AND ""Pomacea canaliculata""[Organism]"
Pomacea canaliculata,innexin,yes,no,annotated_family_member_found,high,innexin,uniprot,A,A0A2T7NLD4,inx,Innexin,15,0,"organism_name:""Pomacea canaliculata"" AND protein_name:innexin"
Pomacea canaliculata,pannexin,no,yes,related_or_family_like_entry_found,medium,negative elongation factor E-like,ncbi_gene,B,112576182,LOC112576182,negative elongation factor E-like,0,10,"""gap junction""[All Fields] AND ""Pomacea canaliculata""[Organism]"
Priapulus caudatus,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Priapulus caudatus,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Priapulus caudatus,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Processa modica,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Processa modica,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Processa modica,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Pycnophyes kielensis,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Pycnophyes kielensis,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Pycnophyes kielensis,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Ramazzottius varieornatus,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Ramazzottius varieornatus,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Ramazzottius varieornatus,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Rotaria macrura,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Rotaria macrura,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Rotaria macrura,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Rotaria sordida,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Rotaria sordida,innexin,yes,no,annotated_family_member_found,high,innexin,uniprot,A,A0A813T789,inx,Innexin,10,0,"organism_name:""Rotaria sordida"" AND protein_name:innexin"
Rotaria sordida,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Scolanthus callimorphus,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Scolanthus callimorphus,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Scolanthus callimorphus,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Seison annulatus,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Seison annulatus,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Seison annulatus,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Seison nebaliae,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Seison nebaliae,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Seison nebaliae,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Streblospio benedicti,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Streblospio benedicti,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Streblospio benedicti,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Stylissa carteri,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Stylissa carteri,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Stylissa carteri,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Tetranychus urticae,connexin,no,yes,related_or_family_like_entry_found,medium,coiled-coil domain-containing protein 174,ncbi_gene,B,107361501,LOC107361501,coiled-coil domain-containing protein 174,0,9,"""gap junction protein""[All Fields] AND ""Tetranychus urticae""[Organism]"
Tetranychus urticae,innexin,yes,no,annotated_family_member_found,high,innexin,uniprot,A,T1JWY4,inx,Innexin,15,0,"organism_name:""Tetranychus urticae"" AND protein_name:innexin"
Tetranychus urticae,pannexin,no,yes,related_or_family_like_entry_found,medium,coiled-coil domain-containing protein 174,ncbi_gene,B,107361501,LOC107361501,coiled-coil domain-containing protein 174,0,9,"""gap junction protein""[All Fields] AND ""Tetranychus urticae""[Organism]"
Thaumastoderma heideri,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Thaumastoderma heideri,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Thaumastoderma heideri,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Thia scutellata,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Thia scutellata,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Thia scutellata,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Thulinius sp. DVL-2010,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Thulinius sp. DVL-2010,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Thulinius sp. DVL-2010,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Tigriopus californicus,connexin,no,yes,related_or_family_like_entry_found,medium,innexin inx2-like,ncbi_gene,B,131888218,LOC131888218,innexin inx2-like,0,5,"""gap junction""[All Fields] AND ""Tigriopus californicus""[Organism]"
Tigriopus californicus,innexin,yes,no,annotated_family_member_found,high,innexin,uniprot,A,A0A553NFW3,inx,Innexin,15,0,"organism_name:""Tigriopus californicus"" AND protein_name:innexin"
Tigriopus californicus,pannexin,no,yes,related_or_family_like_entry_found,medium,innexin inx2-like,ncbi_gene,B,131888218,LOC131888218,innexin inx2-like,0,5,"""gap junction""[All Fields] AND ""Tigriopus californicus""[Organism]"
Trichoplax adhaerens,connexin,no,yes,related_or_family_like_entry_found,medium,expressed hypothetical protein,ncbi_gene,B,6754839,TRIADDRAFT_63996,expressed hypothetical protein,1,6,"""gap junction""[All Fields] AND ""Trichoplax adhaerens""[Organism]"
Trichoplax adhaerens,innexin,no,yes,related_or_family_like_entry_found,medium,expressed hypothetical protein,ncbi_gene,B,6754839,TRIADDRAFT_63996,expressed hypothetical protein,0,6,"""gap junction""[All Fields] AND ""Trichoplax adhaerens""[Organism]"
Trichoplax adhaerens,pannexin,no,yes,related_or_family_like_entry_found,medium,expressed hypothetical protein,ncbi_gene,B,6754839,TRIADDRAFT_63996,expressed hypothetical protein,0,6,"""gap junction""[All Fields] AND ""Trichoplax adhaerens""[Organism]"
Trichoplax sp. H2,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Trichoplax sp. H2,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Trichoplax sp. H2,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Triops cancriformis,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Triops cancriformis,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Triops cancriformis,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Tubiluchus corallicola,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Tubiluchus corallicola,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Tubiluchus corallicola,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
Xestospongia testudinaria,connexin,no,no,no_related_entry_found,,,,,,,,0,0,
Xestospongia testudinaria,innexin,no,no,no_related_entry_found,,,,,,,,0,0,
Xestospongia testudinaria,pannexin,no,no,no_related_entry_found,,,,,,,,0,0,
